Covidence #,Study ID,Title,Reviewer Name,DOI,Title,Lead author contact details,Year,Pages,"Notes (e.g., Why does the paper not fit the framework?)",FunVsUtility,PlayVsGame,SkillVsChance,SocialVsSolo,SequentialVsSimultaneous,SynchronousVsAsynchronous,CompetitiveVsCollaborative,SymmeticalVsAsymmetrical,Experiential Play Value Classification,"Study funding sources (e.g., NSF, NIH, EU Grant)",study_char_methods,study_char_interview,study_char_workshop,study_char_field_study,study_char_usability,study_char_modality,study_char_context,Community of focus,Participant Groups,User involvement,Use of proxies,Method of recruitment of participants,study_char_issue,Contribution type,Total Number of Participants:,Disabled Total,Specialist Total,Without Disability Total,Older adults Total,Caregivers Total,Other Total,Gender (number of participants):,Male Disabled,"Male Specialist (e.g., Therapist)",Male Without disability,Male Older adults,Male Caregivers,Male Other,Female Disabled,"Female Specialist (e.g., Therapist)",Female Without disability,Female Older adults,Female Caregivers,Female Other,MTF transgender Disabled,"MTF transgender Specialist (e.g., Therapist)",MTF transgender Without disability,MTF transgender Older adults,MTF transgender Caregivers,MTF transgender Other,FTM transgender Disabled,"FTM transgender Specialist (e.g., Therapist)",FTM transgender Without disability,FTM transgender Older adults,FTM transgender Caregivers,FTM transgender Other,"Non-binary, genderqueer, fluid Disabled","Non-binary, genderqueer, fluid Specialist (e.g., Therapist)","Non-binary, genderqueer, fluid Without disability","Non-binary, genderqueer, fluid Older adults","Non-binary, genderqueer, fluid Caregivers","Non-binary, genderqueer, fluid Other",Other Disabled,"Other Specialist (e.g., Therapist)",Other Without disability,Other Older adults,Other Caregivers,Other Other,Sexual orientation (number of participants):,Heterosexual / Straight Disabled,"Heterosexual / Straight Specialist (e.g., Therapist)",Heterosexual / Straight Without disability,Heterosexual / Straight Older adults,Heterosexual / Straight Caregivers,Heterosexual / Straight Other,Gay / Lesbian Disabled,"Gay / Lesbian Specialist (e.g., Therapist)",Gay / Lesbian Without disability,Gay / Lesbian Older adults,Gay / Lesbian Caregivers,Gay / Lesbian Other,Bisexual Disabled,"Bisexual Specialist (e.g., Therapist)",Bisexual Without disability,Bisexual Older adults,Bisexual Caregivers,Bisexual Other,Pansexual Disabled,"Pansexual Specialist (e.g., Therapist)",Pansexual Without disability,Pansexual Older adults,Pansexual Caregivers,Pansexual Other,Asexual Disabled,"Asexual Specialist (e.g., Therapist)",Asexual Without disability,Asexual Older adults,Asexual Caregivers,Asexual Other,Other Disabled,"Other Specialist (e.g., Therapist)",Other Without disability,Other Older adults,Other Caregivers,Other Other,Participant Ages (number of participants):,0-2 (Infant/Toddler) Disability,"0-2 (Infant/Toddler) Specialist (e.g., Therapist)",0-2 (Infant/Toddler) Without disability,0-2 (Infant/Toddler) Older adults,0-2 (Infant/Toddler) Casegivers,0-2 (Infant/Toddler) Other,3-6 (Early Childhood) Disability,"3-6 (Early Childhood) Specialist (e.g., Therapist)",3-6 (Early Childhood) Without disability,3-6 (Early Childhood) Older adults,3-6 (Early Childhood) Casegivers,3-6 (Early Childhood) Other,6-12  (Middle Childhood) Disability,"6-12  (Middle Childhood) Specialist (e.g., Therapist)",6-12  (Middle Childhood) Without disability,6-12  (Middle Childhood) Older adults,6-12  (Middle Childhood) Casegivers,6-12  (Middle Childhood) Other,13-17 (Adolescence) Disability,"13-17 (Adolescence) Specialist (e.g., Therapist)",13-17 (Adolescence) Without disability,13-17 (Adolescence) Older adults,13-17 (Adolescence) Casegivers,13-17 (Adolescence) Other,18-25 (Emerging Adulthood) Disability,"18-25 (Emerging Adulthood) Specialist (e.g., Therapist)",18-25 (Emerging Adulthood) Without disability,18-25 (Emerging Adulthood) Older adults,18-25 (Emerging Adulthood) Casegivers,18-25 (Emerging Adulthood) Other,26-40 (Early Adulthood) Disability,"26-40 (Early Adulthood) Specialist (e.g., Therapist)",26-40 (Early Adulthood) Without disability,26-40 (Early Adulthood) Older adults,26-40 (Early Adulthood) Casegivers,26-40 (Early Adulthood) Other,40-65 (Middle Adulthood) Disability,"40-65 (Middle Adulthood) Specialist (e.g., Therapist)",40-65 (Middle Adulthood) Without disability,40-65 (Middle Adulthood) Older adults,40-65 (Middle Adulthood) Casegivers,40-65 (Middle Adulthood) Other,>66 (Late Adulthood) Disability,">66 (Late Adulthood) Specialist (e.g., Therapist)",>66 (Late Adulthood) Without disability,>66 (Late Adulthood) Older adults,>66 (Late Adulthood) Casegivers,>66 (Late Adulthood) Other,"Adult (Over 18, but undisclosed age) Disability","Adult (Over 18, but undisclosed age) Specialist (e.g., Therapist)","Adult (Over 18, but undisclosed age) Without disability","Adult (Over 18, but undisclosed age) Older adults","Adult (Over 18, but undisclosed age) Casegivers","Adult (Over 18, but undisclosed age) Other","Minor (Under 18, but undisclosed age) Disability","Minor (Under 18, but undisclosed age) Specialist (e.g., Therapist)","Minor (Under 18, but undisclosed age) Without disability","Minor (Under 18, but undisclosed age) Older adults","Minor (Under 18, but undisclosed age) Casegivers","Minor (Under 18, but undisclosed age) Other",Primary Country,Secondary Countries (Comma separated)
805,Headley 2010,"A multimodal, computer-based drawing system for persons who are blind and visually impaired",Consensus,10.1145/1878803.1878845,"A multimodal, computer-based drawing system for persons who are blind and visually impaired",Patrick C. Headley ,2010,2,,"Both fun and utility first (i.e., Design workshop with diverse stakeholders)","Unstructured play (i.e., no rules, making art)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)","Construction (i.e., Music, painting, building); Challenge (Testing physical or mental abilities against others or self)",Virginia Department for the Blind,Focus group,Not applicable,Not Applicable,Not Applicable,Not Applicable,Assistive Device; Tangible Interface; PC,School,Blind or low vision (BLV),People with disabilities,Participatory design with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Increasing digital access; Increasing opportunities for enrichment ,Artifact,,30,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,USA,N/A
780,Anderson 1996,“Composability”: widening participation in music making for people with disabilities via music software and controller solutions,Consensus,https://doi.org/10.1145/228347.228365,“Composability”: widening participation in music making for people with disabilities via music software and controller solutions,Tim Anderson,1996,7,,"Both fun and utility first (i.e., Design workshop with diverse stakeholders)","Unstructured play (i.e., no rules, making art)","Entirely skill-based (i.e., trivia, sports)","Mix of solo and social affordances (i.e., Animal Crossing)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Mix of competitive and collaborative (i.e., Mario party 2 vs 2 mini games)","Mostly Symmetrical (i.e., Uno)","Sensory (i.e., kaleidoscope); Construction (i.e., Music, painting, building); Challenge (Testing physical or mental abilities against others or self)","Drake Music Project Equitable and Charitable Trust, Higher Education Funding Council of England.",No data collected,Not applicable,Not Applicable,Not Applicable,Not Applicable,PC,"Disability community space (i.e., Day program)",Blind or low vision (BLV); Motor of physical impairment,People with disabilities; No user involvement,No representative user involvement,No,No user involvement,Increasing digital access; Increasing opportunities for enrichment ,Artifact,,0,0,0,0,0,0,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,United Kingdom,N/A
771,Hoey 2010,A tool to promote prolonged engagement in art therapy: design and development from arts therapist requirements,Consensus,10.1145/1878803.1878841,A tool to promote prolonged engagement in art therapy: design and development from arts therapist requirements,Jesse Hoey,2010,8,N/A,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Semi-structured play (i.e., playground game)","Mostly skill-based (i.e.,  Mario Cart)","Mostly Solo, but can play against AI (i.e., Single player StarCraft)","Most actions can be taken at any time, but there are some phases (i.e., PvP death reset timer)","Entirely Synchronous (i.e., RTS game)","Entirely Collaborative (i.e., Pandemic)","Entirely Asymetrical (i.e., Keep talking nobody explodes)","Construction (i.e., Music, painting, building)",American Alzheimer’s Association,Interview; Focus group; Survey,Semi-structured interview,Not Applicable,Not Applicable,Not Applicable,Mobile; PC,"Research lab; Disability community space (i.e., Day program)",Intellectual or developmental disability (IDD); Older adult,"Specialists (e.g., therapists, teachers)",Participatory design with stakeholders without disabilities; User evaluation with stakeholders without disabilities,No,"Email; Convienience sampling (i.e., Day program)",Increasing opportunities for enrichment ,Artifact,,0,7,0,0,0,0,,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,"0
",0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,Canada,"Scotland, United Kingdom"
761,Kuwahara 2006,Networked reminiscence therapy for individuals with dementia by using photo and video sharing,Consensus,10.1145/1168987.1169010,Networked reminiscence therapy for individuals with dementia by using photo and video sharing,Noriaki Kuwahara,2006,8,,"Mostly utility first (i.e., primary utilitarian mechanic designed first)","Semi-structured play (i.e., playground game)","Entirely skill-based (i.e., trivia, sports)","Mostly social, but aspects are independent (i.e., House on Hill haunt transition)","Most actions can be taken at any time, but there are some phases (i.e., PvP death reset timer)","Equal mix of synchronous and asynchronous affordances (i.e., World of Warcraft)","Entirely Collaborative (i.e., Pandemic)","Mostly Asymetrical (i.e., Tag)","Sensory (i.e., kaleidoscope)",,Interview; Field study; Controlled experiment,Structured interview,Not Applicable,Ethnography,Not Applicable,PC,Clinic,Intellectual or developmental disability (IDD),People with disabilities,User evaluation with stakeholders without disabilities; User evaluation with stakeholders with disabilities,No,Clinic,Supporting communication,Artifact,,9,0,0,0,0,0,,6,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Japan,
753,Capozzi 2012,Musica Parlata: a methodology to teach music to blind people,Consensus,10.1145/2384916.2384975,Musica Parlata: a methodology to teach music to blind people,A. Copozzi,2012,2,N/A,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Unstructured play (i.e., no rules, making art)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Most actions can be taken at any time, but there are some phases (i.e., PvP death reset timer)","Entirely Synchronous (i.e., RTS game)","Mix of competitive and collaborative (i.e., Mario party 2 vs 2 mini games)","Mostly Asymetrical (i.e., Tag)","Sensory (i.e., kaleidoscope); Challenge (Testing physical or mental abilities against others or self)",N/A,Interview; Usability testing,Semi-structured interview; Contextual inquiry,Not Applicable,Not Applicable,Exert analysis,PC,Unknown,Blind or low vision (BLV),People with disabilities; People without disabilities,User evaluation with stakeholders without disabilities; User evaluation with stakeholders with disabilities,No,Undisclosed,Increasing digital access; Education,Artifact,,10,0,20,0,0,0,,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,0,0,N/A,0,N/A,0,"0
",0,Italy,N/A
719,Tzovaras 2002,Design and implementation of virtual environments training of the visually impaire,Consensus,10.1145/638249.638259,Design and implementation of virtual environments training of the visually impaire,D. Tzovaras,2002,8,Mapped Target Shooting,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Follows a set of steps (i.e., Viticulture's dynamic turn ordering)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)","Sensory (i.e., kaleidoscope); Challenge (Testing physical or mental abilities against others or self)",EU IST,Field study; Usability testing; Controlled experiment,Not applicable,Not Applicable,Cultural,Exert analysis,Wearable; Tangible Interface; PC,Research lab,Blind or low vision (BLV),People with disabilities,User evaluation with stakeholders with disabilities,No,"Convienience sampling (i.e., Day program)",Increasing understanding of users; Education; Increasing opportunities for enrichment ,Artifact,,26,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,Greece,N/A
703,Pareto 2005,Graphical arithmetic for learners with dyscalculia,Consensus,10.1145/1090785.1090836,Graphical arithmetic for learners with dyscalculia,Lena Pareto,2005,2,,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Undisclosed/Unkown, but the paper does include a game/play system or experience","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Undisclosed/Unkown, but the paper does include a game/play system or experience",Challenge (Testing physical or mental abilities against others or self),N/A,No data collected,Not applicable,Not Applicable,Not Applicable,Not Applicable,PC,Not applicable,Intellectual or developmental disability (IDD),No user involvement,No representative user involvement,No user involvement,No user involvement,Education,Artifact,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sweden,N/A
699,Keate 1994,A system for teaching speech to profoundly deaf children using synthesized acoustic and articulatory patterns,Consensus,10.1145/191028.191032,A system for teaching speech to profoundly deaf children using synthesized acoustic and articulatory patterns,Elizabeth Keate,1994,6,N/A,"Totally utility first (i.e., made by clinicians, fun incorporated later)","Game with rigid rules (i.e., video game)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Entirely Symetrical (i.e., Tik tac toe)",Challenge (Testing physical or mental abilities against others or self),N/A,No data collected,Not applicable,Not Applicable,Not Applicable,Not Applicable,Tangible Interface,Unknown,Deaf or hard of hearing (DHH); Communication / Speech,No user involvement,No representative user involvement,No user involvement,No user involvement,Increasing digital access; Supporting communication; Increasing opportunities for enrichment ,Empirical; Artifact,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,N/A
696,Omori 2013,Collaborative music application for visually impaired people with tangible objects on table,Consensus,10.1145/2513383.2513403,Collaborative music application for visually impaired people with tangible objects on table,Shotaro Omori,2013,2,,"Mostly fun first (i.e., Design workshop with disabled stakeholders)","Unstructured play (i.e., no rules, making art)","Entirely skill-based (i.e., trivia, sports)","Entirely social (i.e., Tag)","Most actions can be taken at any time, but there are some phases (i.e., PvP death reset timer)","Entirely Synchronous (i.e., RTS game)","Entirely Collaborative (i.e., Pandemic)","Entirely Symetrical (i.e., Tik tac toe)","Construction (i.e., Music, painting, building)",,Interview; Usability testing,Semi-structured interview,Not Applicable,Not Applicable,Exert analysis,Tangible Interface; PC,Research lab,Blind or low vision (BLV),"People with disabilities; Specialists (e.g., therapists, teachers); People without disabilities",Participatory design with stakeholders without disabilities; User evaluation with stakeholders without disabilities; User evaluation with stakeholders with disabilities,No,Undisclosed,Increasing opportunities for enrichment ,Artifact,,6,1,6,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Japan,
695,Batterman 2013,Auditory displays for accessible fantasy sports,Consensus,10.1145/2513383.2513397,Auditory displays for accessible fantasy sports,Jared M. Batterman,2013,2,N/A,"Totally fun first (i.e., Entertainment game reappropriated)","Game with rigid rules (i.e., video game)","Mostly skill-based (i.e.,  Mario Cart)","Mostly social, but aspects are independent (i.e., House on Hill haunt transition)","Most actions can be taken at any time, but there are some phases (i.e., PvP death reset timer)","Mostly asycnronous with few synchronous affordances (i.e., Scrabble Go)","Entirely Competitive (i.e., Spit card game)","Mostly Symmetrical (i.e., Uno)",Challenge (Testing physical or mental abilities against others or self),N/A,No data collected,Not applicable,Not Applicable,Not Applicable,Not Applicable,PC,Home; Social media,Blind or low vision (BLV),No user involvement,No representative user involvement,No user involvement,No user involvement,Increasing digital access,Artifact,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,N/A
694,Aziz 2008,The flote: an instrument for people with limited mobility,Consensus,10.1145/1414471.1414545,The Flote: An Instrument for People with Limited Mobility ,Amal Dar Aziz,2008,2,,"Mostly fun first (i.e., Design workshop with disabled stakeholders)","Unstructured play (i.e., no rules, making art)","Entirely skill-based (i.e., trivia, sports)","Entirely Solo (i.e., Solitaire)","Entirely Simultaneous (i.e., race)","Entirely Synchronous (i.e., RTS game)","Entirely Competitive (i.e., Spit card game)","Mostly Symmetrical (i.e., Uno)","Construction (i.e., Music, painting, building); Challenge (Testing physical or mental abilities against others or self)",N/A,No data collected,Not applicable,Not Applicable,Not Applicable,Not Applicable,Wearable; PC,Unknown,Motor of physical impairment; General disability or accessibility,People with disabilities,No representative user involvement,No,Undisclosed,Increasing physical access; Increasing opportunities for enrichment ,Artifact,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,N/A
682,Black 2011,A mobile phone based personal narrative system,Consensus,10.1145/2049536.2049568,A Mobile Phone Based Personal Narrative System ,Rolf Black,2011,8,,"Mostly utility first (i.e., primary utilitarian mechanic designed first)","Semi-structured play (i.e., playground game)","Entirely skill-based (i.e., trivia, sports)","Mostly social, but aspects are independent (i.e., House on Hill haunt transition)","Entirely Simultaneous (i.e., race)","Entirely asynchrounous (i.e., postage mail)","Entirely Collaborative (i.e., Pandemic)","Mostly Symmetrical (i.e., Uno)","Construction (i.e., Music, painting, building)",Research Council UK's Digital Economy Programme / EPSRC,Interview; Workshop or design session; Field study,Semi-structured interview,Action research; Design probe; Prototyping,Ethnography,Not Applicable,Mobile,"School; Disability community space (i.e., Day program)",Intellectual or developmental disability (IDD); Motor of physical impairment; Communication / Speech,"People with disabilities; Specialists (e.g., therapists, teachers); People without disabilities",Participatory design with stakeholders without disabilities; User evaluation with stakeholders without disabilities; User evaluation with stakeholders with disabilities,Yes,"Convienience sampling (i.e., Day program)",Supporting communication; Increasing opportunities for enrichment ,Artifact,,2,0,0,0,0,0,,2,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,N/A,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,N/A
679,Yairi 2012,A music application for visually impaired people using daily goods and stationeries on the table,Consensus,10.1145/2384916.2384988,A music application for visually impaired people using daily goods and stationeries on the table,Ikuko Eguchi Yairi,2012,2,,"Totally fun first (i.e., Entertainment game reappropriated)","Semi-structured play (i.e., playground game)","Equally skill and chance based (i.e., Catan)","Mix of solo and social affordances (i.e., Animal Crossing)","Most actions can be taken at any time, but there are some phases (i.e., PvP death reset timer)","Mostly Synchronous with few asychronous affordances (i.e., League of Legends)","Mostly Collaborative (i.e., Animal Crossing)","Entirely Symetrical (i.e., Tik tac toe)","Construction (i.e., Music, painting, building)",MEXT,Interview; Workshop or design session,Semi-structured interview,Design probe,Not Applicable,Not Applicable,Tangible Interface; Augmented Reality,Research lab,Blind or low vision (BLV),People with disabilities; People without disabilities,Participatory design with stakeholders without disabilities; Participatory design with stakeholders with disabilities; User evaluation with stakeholders without disabilities; User evaluation with stakeholders with disabilities,No,Undisclosed,Increasing opportunities for enrichment ,Artifact,,5,N/A,1,N/A,N/A,N/A,,2,N/A,1,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Japan,
